,Athens,Berlin,Paris,Rome,query,London,Hanoi,Rio de Janeiro,Lisbon,Tokyo,Seoul,Bangkok,Minsk,Warsaw,Cape Town,Dublin
2022-01-13 03:00:00+01:00,3.7,2.2,2.2,1.0,2022-01-12 20:00:00+01:00,2.2,16.8,24.6,8.6,,,,,,,
2022-01-13 04:00:00+01:00,3.4,2.8,2.2,0.2,2022-01-12 20:00:00+01:00,2.2,17.3,24.4,8.2,,,,,,,
2022-01-13 05:00:00+01:00,3.2,2.8,1.7,-0.1,2022-01-12 20:00:00+01:00,2.2,17.6,24.3,8.0,,,,,,,
2022-01-13 06:00:00+01:00,3.0,2.8,1.7,-0.4,2022-01-12 20:00:00+01:00,1.7,17.8,24.1,7.7,,,,,,,
2022-01-13 07:00:00+01:00,2.5,2.8,1.7,-1.4,2022-01-12 20:00:00+01:00,1.7,18.3,24.0,7.4,,,,,,,
2022-01-13 08:00:00+01:00,3.2,2.1,1.7,1.5,2022-01-13 08:00:00+01:00,1.7,17.2,23.4,6.8,,,,,,,
2022-01-13 09:00:00+01:00,4.2,2.1,0.6,1.8,2022-01-13 08:00:00+01:00,1.7,17.1,23.2,6.9,,,,,,,
2022-01-13 10:00:00+01:00,4.7,2.8,1.7,3.4,2022-01-13 08:00:00+01:00,1.7,17.0,23.9,7.0,,,,,,,
2022-01-13 11:00:00+01:00,5.1,3.7,2.8,4.9,2022-01-13 08:00:00+01:00,2.8,16.8,25.0,8.5,,,,,,,
2022-01-13 12:00:00+01:00,5.3,4.3,3.9,6.8,2022-01-13 08:00:00+01:00,3.3,16.6,26.3,10.1,,,,,,,
2022-01-13 13:00:00+01:00,5.8,4.7,4.4,7.9,2022-01-13 08:00:00+01:00,4.4,16.5,27.5,11.4,,,,,,,
2022-01-13 14:00:00+01:00,5.3,4.9,4.4,8.9,2022-01-13 08:00:00+01:00,5.0,16.3,28.3,12.5,,,,,,,
2022-01-13 15:00:00+01:00,5.0,5.6,5.0,10.4,2022-01-13 08:00:00+01:00,5.6,15.9,28.9,13.2,,,,,,,
2022-01-13 16:00:00+01:00,4.6,4.7,5.0,9.2,2022-01-13 08:00:00+01:00,6.7,15.6,29.8,14.0,,,,,,,
2022-01-13 17:00:00+01:00,4.3,4.6,3.9,7.3,2022-01-13 08:00:00+01:00,5.6,15.6,29.0,13.3,,,,,,,
2022-01-13 18:00:00+01:00,4.2,4.4,2.2,5.8,2022-01-13 08:00:00+01:00,4.4,15.7,28.7,12.5,,,,,,,
2022-01-13 19:00:00+01:00,4.2,4.4,1.7,3.6,2022-01-13 08:00:00+01:00,4.4,15.7,28.1,11.4,,,,,,,
2022-01-13 20:00:00+01:00,5.5,5.0,1.7,4.7,2022-01-13 20:00:00+01:00,4.9,15.8,27.9,11.0,2.6,-8.3,25.7,3.2,3.2,25.6,3.2
2022-01-13 21:00:00+01:00,5.3,4.9,1.1,3.2,2022-01-13 20:00:00+01:00,4.1,15.8,27.1,10.3,2.3,-8.8,25.4,3.1,3.2,23.7,2.5
2022-01-13 22:00:00+01:00,5.3,4.7,0.6,1.9,2022-01-13 20:00:00+01:00,3.5,15.8,26.5,9.8,1.6,-9.1,25.1,3.0,3.4,22.9,1.8
2022-01-13 23:00:00+01:00,5.4,4.7,0.6,1.2,2022-01-13 20:00:00+01:00,3.3,15.2,26.3,9.2,1.8,-10.2,24.8,3.0,3.5,22.3,1.4
2022-01-14 00:00:00+01:00,5.3,4.7,0.1,0.5,2022-01-13 20:00:00+01:00,2.8,15.6,25.9,8.7,2.1,-9.6,24.5,4.3,3.6,21.7,0.9
2022-01-14 01:00:00+01:00,5.4,4.7,-0.1,-0.2,2022-01-13 20:00:00+01:00,2.2,15.6,25.7,8.3,3.4,-8.2,24.8,4.3,3.7,21.2,0.6
2022-01-14 02:00:00+01:00,5.3,4.6,-0.2,-0.7,2022-01-13 20:00:00+01:00,1.8,15.9,25.6,7.8,4.9,-5.9,26.0,4.3,3.8,20.6,0.4
2022-01-14 03:00:00+01:00,4.9,4.6,-0.3,-1.0,2022-01-13 20:00:00+01:00,1.8,16.3,25.6,7.2,6.1,-3.6,27.2,4.0,3.9,19.1,0.3
2022-01-14 04:00:00+01:00,4.7,4.6,-0.4,-1.4,2022-01-13 20:00:00+01:00,1.7,16.7,25.5,6.7,6.7,-2.4,29.1,3.9,3.7,20.0,-0.4
2022-01-14 05:00:00+01:00,4.5,4.5,-0.6,-1.8,2022-01-13 20:00:00+01:00,1.6,17.1,25.4,6.4,7.0,-1.3,30.3,3.8,4.0,20.6,0.3
2022-01-14 06:00:00+01:00,4.3,4.4,-0.7,-2.2,2022-01-13 20:00:00+01:00,1.4,17.5,25.2,6.1,7.5,-0.5,30.8,3.7,4.1,21.6,0.4
2022-01-14 07:00:00+01:00,3.7,4.1,-0.9,-3.1,2022-01-13 20:00:00+01:00,1.0,17.8,24.8,5.8,6.8,-0.3,31.2,3.7,4.2,23.3,0.4
2022-01-14 08:00:00+01:00,4.6,4.1,-1.5,-0.7,2022-01-14 08:00:00+01:00,0.8,20.3,24.0,5.2,6.4,-0.6,31.3,3.5,4.0,27.2,1.7
2022-01-14 09:00:00+01:00,5.8,4.3,-2.2,0.0,2022-01-14 08:00:00+01:00,0.9,21.0,23.7,5.5,5.4,-1.5,32.2,3.6,4.2,27.7,1.0
2022-01-14 10:00:00+01:00,6.8,4.6,-0.6,2.2,2022-01-14 08:00:00+01:00,1.1,21.5,24.5,5.7,5.0,-2.4,31.4,4.3,4.3,28.9,0.3
2022-01-14 11:00:00+01:00,7.8,4.9,1.0,4.3,2022-01-14 08:00:00+01:00,1.8,20.2,25.6,7.3,4.4,-3.4,30.6,3.7,4.6,29.7,1.0
2022-01-14 12:00:00+01:00,8.6,5.4,2.6,7.0,2022-01-14 08:00:00+01:00,2.9,19.7,26.9,8.8,3.8,-4.3,29.2,3.3,4.9,30.6,2.6
2022-01-14 13:00:00+01:00,9.4,5.8,3.6,8.4,2022-01-14 08:00:00+01:00,3.6,18.9,28.1,9.9,3.5,-5.1,28.0,2.6,5.5,31.5,3.7
2022-01-14 14:00:00+01:00,10.2,6.3,4.5,9.5,2022-01-14 08:00:00+01:00,4.5,18.1,29.0,11.2,3.3,-5.8,27.0,2.4,6.0,30.4,4.4
2022-01-14 15:00:00+01:00,9.5,6.7,5.1,10.6,2022-01-14 08:00:00+01:00,5.2,17.3,29.7,12.3,3.2,-6.4,26.4,1.4,5.7,29.6,4.9
2022-01-14 16:00:00+01:00,8.2,7.3,5.7,9.5,2022-01-14 08:00:00+01:00,6.1,16.6,30.6,12.9,3.0,-6.9,25.9,0.6,5.0,28.5,5.3
2022-01-14 17:00:00+01:00,7.0,6.5,4.3,7.0,2022-01-14 08:00:00+01:00,5.1,16.8,30.0,13.5,2.8,-7.6,25.6,0.1,4.4,27.4,4.7
2022-01-14 18:00:00+01:00,5.4,5.9,2.8,5.7,2022-01-14 08:00:00+01:00,4.4,16.7,29.8,12.2,2.4,-7.2,25.4,0.2,3.8,25.7,4.2
2022-01-14 19:00:00+01:00,4.5,5.6,2.1,3.6,2022-01-14 08:00:00+01:00,4.1,16.7,29.4,11.0,2.1,-6.7,25.2,-0.1,3.3,24.1,4.1
2022-01-14 20:00:00+01:00,4.5,5.2,3.2,2.4,2022-01-14 20:00:00+01:00,4.4,17.2,29.3,10.3,2.0,-7.7,25.8,0.1,2.6,24.9,5.0
2022-01-14 21:00:00+01:00,3.1,4.4,2.5,1.3,2022-01-14 20:00:00+01:00,3.6,17.4,28.3,9.5,1.9,-7.7,25.4,0.0,2.2,23.7,4.8
2022-01-14 22:00:00+01:00,2.2,3.6,1.7,1.1,2022-01-14 20:00:00+01:00,3.2,17.6,27.0,8.8,2.0,-7.6,24.9,-0.1,1.8,22.4,4.6
2022-01-14 23:00:00+01:00,2.6,3.1,1.3,0.6,2022-01-14 20:00:00+01:00,2.9,17.6,26.6,8.4,1.5,-6.9,24.4,0.3,1.1,21.4,3.5
2022-01-15 00:00:00+01:00,2.7,2.7,0.7,-0.1,2022-01-14 20:00:00+01:00,2.8,17.4,26.2,8.2,2.8,-6.3,23.6,0.6,0.7,20.3,4.5
2022-01-15 01:00:00+01:00,2.9,2.2,0.4,-0.4,2022-01-14 20:00:00+01:00,2.5,17.5,25.7,8.0,4.8,-4.2,24.1,0.6,0.4,18.9,4.6
2022-01-15 02:00:00+01:00,3.0,1.9,-0.1,-0.6,2022-01-14 20:00:00+01:00,2.3,17.6,25.4,7.8,6.8,-2.2,25.1,0.6,0.0,19.3,5.1
2022-01-15 03:00:00+01:00,3.1,1.6,-0.4,-0.7,2022-01-14 20:00:00+01:00,2.4,18.0,25.0,7.6,8.3,0.4,27.1,0.5,-0.2,19.8,5.7
2022-01-15 04:00:00+01:00,3.4,1.4,-0.8,-0.9,2022-01-14 20:00:00+01:00,2.4,18.4,24.7,7.4,9.2,1.8,29.1,0.4,-0.6,20.2,5.7
2022-01-15 05:00:00+01:00,3.7,1.0,-1.2,-1.1,2022-01-14 20:00:00+01:00,2.1,18.8,24.6,7.2,10.0,3.1,30.6,0.3,-0.7,20.4,5.9
2022-01-15 06:00:00+01:00,3.9,0.5,-1.6,-1.9,2022-01-14 20:00:00+01:00,2.5,19.2,24.4,6.9,11.0,3.9,31.1,0.1,-1.1,21.0,6.1
2022-01-15 07:00:00+01:00,4.5,0.0,-1.9,-1.0,2022-01-14 20:00:00+01:00,2.8,19.5,24.2,6.7,10.1,4.2,31.7,0.0,-2.0,21.6,6.0
2022-01-15 08:00:00+01:00,7.7,-1.8,-2.3,-0.2,2022-01-15 08:00:00+01:00,2.7,21.3,23.9,6.5,9.5,3.6,33.5,0.2,0.9,21.9,4.3
2022-01-15 09:00:00+01:00,9.3,-1.0,-2.9,-0.1,2022-01-15 08:00:00+01:00,2.5,22.3,23.5,6.8,8.8,2.9,33.7,0.2,1.2,22.8,5.3
2022-01-15 10:00:00+01:00,10.7,-0.3,-1.8,2.6,2022-01-15 08:00:00+01:00,2.6,23.4,24.3,7.0,8.2,1.9,32.5,0.2,1.4,23.7,6.2
2022-01-15 11:00:00+01:00,11.9,0.9,-0.6,6.2,2022-01-15 08:00:00+01:00,3.6,22.7,25.4,7.9,7.7,1.0,31.0,0.6,1.7,24.3,6.7
2022-01-15 12:00:00+01:00,13.1,1.8,0.5,9.8,2022-01-15 08:00:00+01:00,5.0,22.4,26.8,9.2,6.5,0.6,29.4,1.0,1.9,24.9,7.3
2022-01-15 13:00:00+01:00,14.1,2.3,1.2,11.6,2022-01-15 08:00:00+01:00,6.0,21.9,28.2,10.4,6.1,0.5,27.8,0.4,2.1,25.9,7.7
2022-01-15 14:00:00+01:00,13.2,3.3,1.9,12.7,2022-01-15 08:00:00+01:00,6.5,21.4,29.0,11.5,5.4,0.3,26.8,0.4,2.3,25.0,7.9
2022-01-15 15:00:00+01:00,11.9,2.3,2.4,13.7,2022-01-15 08:00:00+01:00,6.8,20.8,29.6,12.5,4.9,0.7,26.3,0.0,1.7,24.5,8.4
2022-01-15 16:00:00+01:00,10.5,1.9,3.0,12.2,2022-01-15 08:00:00+01:00,7.4,20.3,30.5,13.6,4.4,1.4,25.9,-0.1,0.8,23.9,7.9
2022-01-15 17:00:00+01:00,10.2,1.6,2.1,9.7,2022-01-15 08:00:00+01:00,6.1,19.9,29.1,13.1,3.9,1.1,25.5,-0.4,-0.1,23.0,7.6
2022-01-15 18:00:00+01:00,8.8,1.2,0.8,8.3,2022-01-15 08:00:00+01:00,5.3,19.5,28.1,12.4,3.5,-0.1,25.2,-0.5,-0.5,22.0,7.1
2022-01-15 19:00:00+01:00,8.3,0.7,0.3,6.0,2022-01-15 08:00:00+01:00,5.2,19.0,27.6,11.8,2.9,-1.0,24.9,-0.7,-0.9,21.1,6.8
2022-01-15 20:00:00+01:00,9.3,0.6,2.9,6.3,2022-01-15 20:00:00+01:00,4.5,19.9,28.9,11.4,2.0,-0.3,25.8,-0.4,-0.2,21.2,6.1
2022-01-15 21:00:00+01:00,8.7,0.2,2.4,4.1,2022-01-15 20:00:00+01:00,5.4,19.9,27.7,11.1,1.7,-1.2,25.2,-0.3,-0.6,21.0,5.6
2022-01-15 22:00:00+01:00,7.9,0.0,1.9,3.7,2022-01-15 20:00:00+01:00,5.4,19.6,26.8,10.8,1.5,-2.1,24.7,-0.6,-1.0,20.6,5.2
2022-01-15 23:00:00+01:00,8.2,-0.1,1.2,3.0,2022-01-15 20:00:00+01:00,5.4,20.0,26.6,10.6,0.9,-3.2,24.2,-1.0,-1.3,20.3,4.9
2022-01-16 00:00:00+01:00,9.1,-0.4,0.6,2.5,2022-01-15 20:00:00+01:00,5.5,20.2,26.1,10.4,1.7,-4.3,23.7,-1.4,-1.6,20.0,4.8
2022-01-16 01:00:00+01:00,9.1,-0.4,-0.6,2.2,2022-01-15 20:00:00+01:00,5.6,20.4,25.8,10.2,3.6,-5.5,24.1,-1.6,-2.0,19.6,4.4
2022-01-16 02:00:00+01:00,8.4,-0.8,0.1,1.9,2022-01-15 20:00:00+01:00,5.5,21.2,25.5,10.0,5.6,-3.1,25.4,-1.6,-2.3,19.2,4.8
2022-01-16 03:00:00+01:00,8.5,-0.3,0.5,1.6,2022-01-15 20:00:00+01:00,5.6,22.5,25.3,9.9,7.1,-2.0,26.8,-1.4,-2.5,18.4,4.8
2022-01-16 04:00:00+01:00,8.3,-0.3,0.9,1.2,2022-01-15 20:00:00+01:00,5.8,23.6,25.0,9.7,7.9,-1.8,28.7,-1.5,-2.8,18.9,4.9
2022-01-16 05:00:00+01:00,7.7,-0.3,1.3,0.9,2022-01-15 20:00:00+01:00,5.8,24.7,24.8,9.5,8.7,-1.1,30.1,-1.6,-3.1,19.1,5.1
2022-01-16 06:00:00+01:00,6.5,-0.3,1.8,0.6,2022-01-15 20:00:00+01:00,6.1,25.5,24.5,9.4,9.3,-0.4,30.9,-1.9,-3.4,19.5,5.2
2022-01-16 07:00:00+01:00,7.5,-0.3,2.6,-0.3,2022-01-15 20:00:00+01:00,6.4,26.1,24.4,9.2,9.7,-1.0,31.3,-2.4,-2.9,20.2,5.3
2022-01-16 08:00:00+01:00,9.8,-1.0,-0.3,1.2,2022-01-16 08:00:00+01:00,4.8,27.7,23.8,8.1,8.8,-1.1,32.0,-2.4,-1.9,21.2,5.1
2022-01-16 09:00:00+01:00,10.0,-0.6,0.6,1.4,2022-01-16 08:00:00+01:00,5.2,26.6,23.8,8.5,7.8,-2.3,32.3,-2.3,-1.4,22.0,5.4
2022-01-16 10:00:00+01:00,10.2,0.3,1.6,4.2,2022-01-16 08:00:00+01:00,5.5,25.9,24.3,8.8,7.4,-3.4,31.7,-2.3,-0.9,22.7,5.8
2022-01-16 11:00:00+01:00,10.4,1.4,2.9,7.4,2022-01-16 08:00:00+01:00,6.0,24.7,24.9,10.2,6.8,-4.8,30.4,-1.4,-0.2,23.2,6.2
2022-01-16 12:00:00+01:00,10.6,2.5,4.1,10.1,2022-01-16 08:00:00+01:00,6.8,22.9,25.7,11.5,5.6,-5.7,29.0,-0.7,0.5,23.6,6.7
2022-01-16 13:00:00+01:00,10.7,3.1,5.3,11.7,2022-01-16 08:00:00+01:00,7.5,21.2,26.5,12.5,4.9,-6.4,28.3,0.6,1.2,24.4,6.8
2022-01-16 14:00:00+01:00,10.9,3.6,5.9,12.8,2022-01-16 08:00:00+01:00,7.9,20.6,27.9,13.6,4.1,-7.0,27.2,-0.5,1.8,23.7,7.3
2022-01-16 15:00:00+01:00,10.3,4.4,6.9,13.9,2022-01-16 08:00:00+01:00,8.8,19.9,29.1,14.5,3.6,-7.3,26.5,-1.0,1.4,23.4,8.0
2022-01-16 16:00:00+01:00,9.2,4.4,6.1,12.6,2022-01-16 08:00:00+01:00,8.3,19.2,30.7,15.5,3.0,-7.6,25.9,-1.8,0.8,22.8,7.0
2022-01-16 17:00:00+01:00,8.2,4.4,5.9,10.8,2022-01-16 08:00:00+01:00,7.6,18.4,29.7,14.9,2.6,-7.8,25.5,-2.0,0.5,22.2,6.3
2022-01-16 18:00:00+01:00,6.6,4.7,5.4,9.4,2022-01-16 08:00:00+01:00,7.2,17.6,29.3,14.2,2.2,-8.1,25.2,-2.1,0.6,21.4,5.0
2022-01-16 19:00:00+01:00,6.0,4.4,5.5,7.9,2022-01-16 08:00:00+01:00,6.9,16.5,28.7,12.8,1.9,-8.4,24.8,-2.6,0.4,20.3,4.2
2022-01-16 20:00:00+01:00,6.6,4.4,5.1,6.5,2022-01-16 20:00:00+01:00,6.1,15.0,29.4,11.5,1.9,-8.2,25.3,-2.4,1.2,20.6,2.9
2022-01-16 21:00:00+01:00,6.1,4.4,5.4,4.8,2022-01-16 20:00:00+01:00,5.9,14.8,29.3,10.9,1.7,-8.8,24.8,-2.5,1.4,19.8,2.4
2022-01-16 22:00:00+01:00,5.5,4.8,5.4,3.5,2022-01-16 20:00:00+01:00,5.4,14.7,28.8,10.5,1.2,-9.0,24.4,-2.5,1.4,19.1,1.8
2022-01-16 23:00:00+01:00,5.1,4.8,5.4,4.0,2022-01-16 20:00:00+01:00,4.8,14.5,27.7,9.8,1.8,-9.8,23.8,-2.5,1.4,18.6,1.5
2022-01-17 00:00:00+01:00,4.9,4.7,5.4,4.5,2022-01-16 20:00:00+01:00,4.2,14.2,27.0,9.0,2.8,-9.0,23.3,-2.0,1.6,18.1,1.2
2022-01-17 01:00:00+01:00,4.9,4.7,5.4,3.9,2022-01-16 20:00:00+01:00,3.5,14.1,26.3,8.6,5.3,-7.5,22.7,-1.6,1.6,16.9,1.0
2022-01-17 02:00:00+01:00,4.7,5.8,5.3,3.7,2022-01-16 20:00:00+01:00,3.0,13.8,25.8,8.2,7.7,-4.7,24.1,-1.2,2.3,17.7,0.9
2022-01-17 03:00:00+01:00,4.7,5.5,5.2,3.6,2022-01-16 20:00:00+01:00,2.8,14.3,25.3,7.9,9.5,-2.3,26.1,-0.8,2.7,17.6,0.9
2022-01-17 04:00:00+01:00,4.6,5.4,5.1,3.0,2022-01-16 20:00:00+01:00,2.6,14.4,24.9,7.7,10.6,-0.7,28.2,-0.4,2.8,17.7,0.8
2022-01-17 05:00:00+01:00,4.4,5.4,5.1,2.6,2022-01-16 20:00:00+01:00,2.3,14.5,24.5,7.5,11.4,0.1,29.6,-0.1,3.2,18.1,0.7
2022-01-17 06:00:00+01:00,4.1,5.4,5.0,2.1,2022-01-16 20:00:00+01:00,2.0,14.6,24.1,7.2,12.4,0.9,30.5,0.3,3.1,19.0,0.6
2022-01-17 07:00:00+01:00,2.6,5.3,5.0,1.2,2022-01-16 20:00:00+01:00,1.7,14.7,23.8,7.0,11.3,0.2,31.1,0.6,3.1,20.2,0.5
2022-01-17 08:00:00+01:00,7.3,5.1,4.9,2.3,2022-01-17 08:00:00+01:00,1.5,14.6,23.4,6.5,10.2,-0.3,32.1,0.8,3.5,21.3,-0.1
2022-01-17 09:00:00+01:00,8.7,5.4,4.0,3.6,2022-01-17 08:00:00+01:00,1.0,14.4,23.0,6.7,8.9,-0.5,32.6,1.5,3.0,22.5,0.5
2022-01-17 10:00:00+01:00,9.8,6.3,5.3,5.0,2022-01-17 08:00:00+01:00,1.7,14.2,24.0,6.9,8.2,-1.5,32.2,1.0,2.4,23.5,0.7
2022-01-17 11:00:00+01:00,10.9,5.6,6.2,7.8,2022-01-17 08:00:00+01:00,3.0,14.2,25.3,8.3,7.6,-2.9,31.2,0.8,1.5,24.0,1.4
2022-01-17 12:00:00+01:00,11.8,5.2,6.9,10.1,2022-01-17 08:00:00+01:00,4.5,14.3,26.7,9.7,6.7,-3.9,30.3,0.7,1.6,24.4,3.1
2022-01-17 13:00:00+01:00,12.7,4.6,7.3,11.4,2022-01-17 08:00:00+01:00,5.8,14.3,28.1,10.7,6.3,-4.8,29.4,0.2,1.7,25.1,4.2
2022-01-17 14:00:00+01:00,13.6,4.5,7.6,12.3,2022-01-17 08:00:00+01:00,6.8,13.9,29.5,11.9,5.5,-5.6,28.2,0.0,1.7,24.3,5.0
2022-01-17 15:00:00+01:00,12.9,4.4,8.3,13.2,2022-01-17 08:00:00+01:00,7.3,14.0,30.6,12.8,4.8,-6.2,27.3,-0.8,1.3,23.7,5.5
2022-01-17 16:00:00+01:00,11.9,3.6,7.6,11.9,2022-01-17 08:00:00+01:00,8.0,13.9,31.5,13.4,4.0,-6.5,26.8,-1.6,0.4,22.8,6.0
2022-01-17 17:00:00+01:00,10.9,2.6,6.8,9.5,2022-01-17 08:00:00+01:00,6.6,14.1,32.4,13.9,3.6,-6.8,26.3,-1.9,0.1,22.2,5.1
2022-01-17 18:00:00+01:00,9.6,2.0,5.6,8.3,2022-01-17 08:00:00+01:00,5.5,14.1,31.9,12.7,3.3,-7.4,25.7,-1.0,0.0,21.1,3.8
2022-01-17 19:00:00+01:00,8.7,1.6,4.9,6.3,2022-01-17 08:00:00+01:00,4.7,14.1,31.2,11.5,2.0,-7.8,25.2,-0.9,-0.2,20.2,3.1
2022-01-17 20:00:00+01:00,9.9,0.9,4.9,5.7,2022-01-17 20:00:00+01:00,3.1,14.8,31.8,11.2,3.1,-8.4,25.1,-1.9,0.4,23.7,3.3
2022-01-17 21:00:00+01:00,9.4,0.2,4.3,3.5,2022-01-17 20:00:00+01:00,2.7,14.9,31.2,10.2,3.7,-8.8,24.6,-3.2,0.3,21.9,2.5
2022-01-17 22:00:00+01:00,9.0,0.0,3.7,2.9,2022-01-17 20:00:00+01:00,2.3,15.0,30.0,9.5,3.8,-9.2,24.0,-4.2,0.2,20.3,1.7
2022-01-17 23:00:00+01:00,8.7,-0.1,3.2,2.6,2022-01-17 20:00:00+01:00,2.0,14.9,29.0,8.6,2.9,-10.3,23.6,-4.4,-0.2,18.6,1.2
2022-01-18 00:00:00+01:00,8.4,-0.3,2.8,2.1,2022-01-17 20:00:00+01:00,1.7,14.9,28.4,7.9,3.6,-10.0,23.1,-4.3,-0.1,18.4,-0.1
2022-01-18 01:00:00+01:00,8.1,-0.4,2.4,1.7,2022-01-17 20:00:00+01:00,1.4,14.9,27.8,7.3,5.0,-8.9,22.6,-5.0,0.1,18.2,0.8
2022-01-18 02:00:00+01:00,7.8,-0.5,2.1,1.3,2022-01-17 20:00:00+01:00,1.1,15.1,27.3,6.8,6.2,-6.6,24.2,-4.6,-0.2,18.4,1.0
2022-01-18 03:00:00+01:00,7.5,-0.6,2.2,1.0,2022-01-17 20:00:00+01:00,0.8,15.5,26.9,6.3,7.0,-4.4,26.0,-4.4,-0.4,17.4,1.5
2022-01-18 04:00:00+01:00,7.2,-0.7,2.2,0.5,2022-01-17 20:00:00+01:00,0.6,15.9,26.5,5.7,7.2,-3.1,28.0,-4.4,-1.1,18.6,1.8
2022-01-18 05:00:00+01:00,7.0,-0.8,2.3,0.2,2022-01-17 20:00:00+01:00,0.3,16.3,26.1,5.4,7.3,-2.0,29.4,-4.7,-1.1,18.8,1.7
2022-01-18 06:00:00+01:00,7.1,-0.9,2.3,-0.2,2022-01-17 20:00:00+01:00,0.4,16.6,25.8,5.2,7.9,-1.3,30.4,-4.9,-1.1,19.5,2.0
2022-01-18 07:00:00+01:00,7.5,-0.9,2.5,-1.1,2022-01-17 20:00:00+01:00,0.5,17.0,25.4,4.9,7.0,-1.3,30.7,-5.0,-1.7,20.3,1.9
2022-01-18 08:00:00+01:00,8.7,-1.4,1.9,1.3,2022-01-18 08:00:00+01:00,0.7,18.4,24.8,5.8,6.2,-0.9,33.1,-3.7,-1.1,22.3,1.5
2022-01-18 09:00:00+01:00,9.0,-0.2,1.0,2.1,2022-01-18 08:00:00+01:00,0.9,19.2,24.1,6.0,4.9,-2.2,33.6,-3.7,-0.5,21.7,2.2
2022-01-18 10:00:00+01:00,10.4,1.1,2.5,4.4,2022-01-18 08:00:00+01:00,1.3,18.7,24.9,6.3,3.7,-3.4,32.7,-3.7,0.2,21.6,3.1
2022-01-18 11:00:00+01:00,11.0,2.2,4.2,6.7,2022-01-18 08:00:00+01:00,2.9,17.9,26.0,7.3,3.1,-4.4,31.5,-3.8,0.9,21.5,4.9
2022-01-18 12:00:00+01:00,11.9,2.9,5.7,9.5,2022-01-18 08:00:00+01:00,4.4,17.0,27.7,8.3,2.7,-5.5,30.2,-3.8,1.5,21.2,6.6
2022-01-18 13:00:00+01:00,11.2,3.5,6.6,11.1,2022-01-18 08:00:00+01:00,5.6,16.0,29.6,9.5,2.2,-6.4,29.4,-3.8,2.4,21.0,7.8
2022-01-18 14:00:00+01:00,11.0,3.8,7.2,12.4,2022-01-18 08:00:00+01:00,6.2,15.6,31.1,10.9,2.1,-7.2,28.5,-3.8,1.8,21.4,8.9
2022-01-18 15:00:00+01:00,10.6,4.0,8.1,13.9,2022-01-18 08:00:00+01:00,6.4,15.0,32.3,12.0,1.9,-7.8,27.4,-4.2,1.6,21.4,10.1
2022-01-18 16:00:00+01:00,9.4,4.1,7.6,12.8,2022-01-18 08:00:00+01:00,7.2,14.5,33.4,12.7,1.8,-8.3,26.7,-4.7,0.7,21.3,9.4
2022-01-18 17:00:00+01:00,8.7,4.1,6.8,10.3,2022-01-18 08:00:00+01:00,6.2,14.0,33.9,13.3,1.8,-8.6,26.2,-5.1,-0.1,20.9,9.5
2022-01-18 18:00:00+01:00,7.8,4.2,5.6,9.0,2022-01-18 08:00:00+01:00,5.5,13.3,32.9,12.1,1.7,-8.8,26.0,-5.2,-0.4,20.3,8.7
2022-01-18 19:00:00+01:00,7.3,4.8,5.0,6.8,2022-01-18 08:00:00+01:00,5.1,12.9,32.3,10.9,1.7,-8.9,25.6,-5.3,-0.9,19.3,9.0
2022-01-18 22:00:00+01:00,7.1,4.3,4.2,3.7,2022-01-18 22:00:00+01:00,5.8,12.8,30.2,9.0,1.1,-8.8,25.0,-7.0,-0.9,18.7,9.8
2022-01-18 23:00:00+01:00,6.9,4.2,3.7,3.0,2022-01-18 22:00:00+01:00,5.2,12.5,29.3,8.2,0.7,-9.5,24.4,-6.3,-1.2,18.3,9.8
2022-01-19 00:00:00+01:00,6.6,4.3,3.2,2.5,2022-01-18 22:00:00+01:00,4.6,11.8,28.5,7.6,1.6,-8.8,23.9,-5.5,-1.4,17.6,9.8
2022-01-19 01:00:00+01:00,6.4,4.4,2.8,2.0,2022-01-18 22:00:00+01:00,4.0,12.4,28.0,7.1,2.9,-6.9,24.1,-5.1,-1.6,17.2,9.8
2022-01-19 02:00:00+01:00,6.2,3.5,2.1,1.7,2022-01-18 22:00:00+01:00,3.4,13.3,27.5,6.7,4.5,-4.9,25.0,-4.3,-1.5,17.0,9.8
2022-01-19 03:00:00+01:00,6.0,3.3,1.9,1.1,2022-01-18 22:00:00+01:00,3.6,15.1,26.9,5.0,5.6,-3.2,25.8,-3.6,-1.4,15.9,9.8
2022-01-19 04:00:00+01:00,5.8,3.1,1.6,0.8,2022-01-18 22:00:00+01:00,3.8,16.9,26.4,4.8,6.1,-2.2,27.3,-2.9,-1.1,16.4,8.4
2022-01-19 05:00:00+01:00,5.7,3.0,1.4,0.6,2022-01-18 22:00:00+01:00,3.9,18.5,25.9,4.7,6.6,-1.7,28.6,-2.9,-0.5,16.7,8.4
2022-01-19 06:00:00+01:00,5.6,2.8,0.5,0.4,2022-01-18 22:00:00+01:00,3.9,19.6,25.0,4.6,7.6,-1.0,29.5,-3.1,0.0,17.5,8.4
2022-01-19 07:00:00+01:00,5.7,2.8,1.3,-0.5,2022-01-18 22:00:00+01:00,4.0,20.1,24.8,4.5,6.6,-1.6,30.1,-3.0,0.6,18.7,8.4
2022-01-19 08:00:00+01:00,5.8,2.1,1.4,0.4,2022-01-18 22:00:00+01:00,4.1,20.8,24.4,4.3,6.2,-1.8,30.7,-3.4,1.1,19.9,8.4
